9400,0.16,0.64,0.12
18800,0.03,0.67,0.06
28200,-0.03,0.65,0.01
37600,-0.07,0.86,-0.06
47000,-0.11,0.86,-0.06
56400,-0.12,0.87,-0.05
65800,-0.01,0.82,0.00
75200,-0.04,0.87,0.05
84600,-0.11,0.85,0.05
94000,-0.10,0.96,0.00
103400,-0.05,0.82,0.04
112800,-0.15,0.70,-0.02
122200,-0.05,0.74,-0.01
131600,-0.04,0.50,-0.01
141000,-0.11,0.52,-0.02
150400,-0.06,0.48,-0.05
159800,-0.11,0.46,-0.07
169200,-0.16,0.43,-0.03
178600,-0.10,0.34,-0.09
188000,-0.13,0.24,-0.10
197400,-0.18,0.14,-0.12
206800,-0.14,0.08,-0.12
216200,-0.19,0.02,-0.12
225600,-0.20,-0.06,-0.18
235000,-0.15,-0.16,-0.20
244400,-0.24,-0.23,-0.17
253800,-0.24,-0.28,-0.21
263200,-0.19,-0.34,-0.21
272600,-0.26,-0.41,-0.22
282000,-0.27,-0.47,-0.27
291400,-0.27,-0.52,-0.26
300792,-0.33,-0.60,-0.27
310200,-0.33,-0.66,-0.31
319592,-0.32,-0.73,-0.30
328992,-0.37,-0.81,-0.30
338400,-0.31,-0.88,-0.28
347792,-0.35,-0.92,-0.30
357192,-0.38,-0.99,-0.30
366592,-0.38,-1.04,-0.33
375992,-0.41,-1.10,-0.32
385392,-0.43,-1.16,-0.31
394792,-0.43,-1.21,-0.32
404192,-0.46,-1.26,-0.33
413592,-0.63,-1.34,-0.43
422992,-0.45,-1.37,-0.31
432392,-0.44,-1.43,-0.32
441792,-0.45,-1.44,-0.32
451192,-0.43,-1.43,-0.29
460592,-0.42,-1.47,-0.29
469992,-0.42,-1.54,-0.29
479392,-0.40,-1.58,-0.27
488792,-0.38,-1.60,-0.26
498192,-0.35,-1.66,-0.26
507592,-0.31,-1.72,-0.27
516992,-0.30,-1.79,-0.29
526392,-0.26,-1.86,-0.28
535792,-0.21,-1.90,-0.30
545192,-0.18,-1.96,-0.32
554592,-0.14,-2.02,-0.33
563992,-0.10,-2.06,-0.33
573392,-0.07,-2.09,-0.33
582792,-0.02,-2.14,-0.33
592192,0.01,-2.21,-0.33
601592,0.04,-2.27,-0.33
610992,0.08,-2.30,-0.33
620392,0.11,-2.35,-0.33
629792,0.13,-2.41,-0.32
639192,0.17,-2.45,-0.31
648592,0.19,-2.49,-0.30
657992,0.22,-2.52,-0.30
667392,0.26,-2.55,-0.28
676792,0.28,-2.56,-0.26
686192,0.32,-2.56,-0.23
695592,0.35,-2.59,-0.22
704992,0.33,-2.63,-0.21
714392,0.34,-2.64,-0.22
723792,0.36,-2.68,-0.14
733192,0.38,-2.71,-0.11
742592,0.37,-2.76,-0.08
751992,0.32,-2.81,-0.04
761392,0.33,-2.85,0.01
770792,0.28,-2.91,0.03
780192,0.26,-2.96,0.07
789592,0.26,-3.00,0.09
798992,0.22,-3.04,0.12
808392,0.22,-3.09,0.15
817792,0.20,-3.13,0.16
827192,0.14,-3.17,0.21
836592,0.13,-3.23,0.21
845992,0.09,-3.28,0.22
855392,0.07,-3.34,0.25
864792,0.06,-3.37,0.25
874192,0.02,-3.41,0.26
883592,0.03,-3.45,0.27
892992,0.02,-3.51,0.26
902392,-0.00,-3.57,0.28
911792,0.00,-3.63,0.27
921192,-0.02,-3.71,0.24
930592,-0.06,-3.75,0.24
939992,-0.04,-3.77,0.20
949392,-0.05,-3.81,0.20
958792,-0.05,-3.86,0.21
968192,-0.03,-3.88,0.17
977592,-0.04,-3.91,0.16
986992,-0.05,-3.94,0.13
996392,-0.03,-3.97,0.07
1005792,-0.05,-4.00,0.05
1015192,-0.04,-4.03,0.03
1024592,-0.05,-4.05,-0.02
1033992,-0.07,-4.08,-0.02
1043392,-0.07,-4.12,-0.05
1052792,-0.09,-4.16,-0.07
1062192,-0.07,-4.17,-0.07
1071592,-0.06,-4.17,-0.09
1080992,-0.04,-4.16,-0.09
1090392,-0.01,-4.16,-0.08
1099792,-0.00,-4.16,-0.08
1109192,0.00,-4.14,-0.06
1118592,0.04,-4.14,-0.04
1127992,0.04,-4.15,-0.05
1137392,0.06,-4.14,-0.02
1146792,0.08,-4.14,-0.01
1156192,0.09,-4.16,0.00
1165592,0.12,-4.17,0.04
1174992,0.13,-4.19,0.05
1184392,0.13,-4.19,0.08
1193792,0.15,-4.21,0.09
1203192,0.15,-4.25,0.11
1212592,0.16,-4.26,0.12
1221984,0.16,-4.28,0.12
1231384,0.15,-4.31,0.11
1240784,0.15,-4.34,0.12
1250192,0.13,-4.35,0.11
1259584,0.09,-4.37,0.11
1268984,0.07,-4.40,0.10
1278384,0.03,-4.44,0.08
1287784,0.02,-4.45,0.10
1297184,0.00,-4.45,0.09
1306584,-0.01,-4.48,0.08
1315984,-0.03,-4.49,0.11
1325384,-0.06,-4.51,0.12
1334784,-0.08,-4.53,0.11
1344184,-0.06,-4.53,0.15
1353584,-0.06,-4.51,0.15
1362984,-0.08,-4.52,0.15
1372392,-0.06,-4.53,0.18
1381784,-0.04,-4.52,0.15
1391184,-0.02,-4.50,0.15
1400584,-0.00,-4.50,0.15
1409984,0.00,-4.52,0.12
1419384,0.03,-4.53,0.11
1428784,0.04,-4.54,0.09
1438184,0.03,-4.55,0.07
1447584,0.04,-4.55,0.06
1456984,0.02,-4.54,0.03
1466384,0.04,-4.53,0.01
1475784,0.05,-4.55,0.01
1485184,0.04,-4.56,0.00
1494584,0.04,-4.56,0.01
1503984,0.07,-4.57,0.01
1513384,0.07,-4.59,-0.03
1522784,0.06,-4.60,-0.04
1532184,0.06,-4.58,-0.06
1541584,0.06,-4.56,-0.06
1550984,0.06,-4.54,-0.04
1560384,0.07,-4.49,-0.02
1569784,0.09,-4.45,0.00
1579184,0.06,-4.41,0.01
1588584,0.06,-4.43,0.00
1597984,0.08,-4.43,0.01
1607384,0.06,-4.44,0.02
1616784,0.07,-4.42,-0.00
1626184,0.07,-4.36,0.02
1635584,0.06,-4.36,0.04
1644984,0.09,-4.36,0.02
1654384,0.08,-4.36,0.03
1663784,0.09,-4.37,0.03
1673184,0.11,-4.36,0.02
1682584,0.10,-4.34,0.05
1691984,0.09,-4.31,0.05
1701384,0.10,-4.29,0.04
1710784,0.08,-4.28,0.07
1720184,0.08,-4.29,0.06
1729584,0.10,-4.27,0.06
1738984,0.09,-4.25,0.09
1748384,0.10,-4.23,0.08
1757784,0.10,-4.24,0.09
1767184,0.08,-4.24,0.10
1776584,0.09,-4.23,0.08
1785984,0.08,-4.21,0.09
1795384,0.08,-4.19,0.09
1804784,0.09,-4.15,0.08
1814184,0.10,-4.12,0.10
1823584,0.12,-4.08,0.10
1832984,0.13,-4.04,0.10
1842384,0.14,-4.03,0.11
1851784,0.12,-4.07,0.10
1861184,0.13,-4.11,0.10
1870584,0.13,-4.12,0.09
1879984,0.10,-4.11,0.08
1889384,0.11,-4.14,0.09
1898784,0.11,-4.19,0.09
1908184,0.09,-4.23,0.07
1917584,0.08,-4.21,0.06
1926984,0.05,-4.22,0.03
1936384,0.04,-4.25,0.02
1945784,0.04,-4.24,0.01
1955184,0.04,-4.23,-0.00
1964584,0.03,-4.23,-0.02
1973984,0.04,-4.22,-0.02
1983384,0.01,-4.23,-0.02
1992784,0.00,-4.20,-0.01
2002184,0.01,-4.15,0.01
2011584,0.00,-4.13,0.00
2020984,0.01,-4.11,0.00
2030384,0.00,-4.09,0.01
2039784,-0.00,-4.08,0.02
2049184,0.00,-4.08,0.05
2058584,-0.00,-4.06,0.07
2067976,-0.00,-4.07,0.07
2077376,-0.00,-4.06,0.09
2086776,0.00,-4.06,0.09
2096176,0.00,-4.05,0.10
2105576,-0.00,-4.04,0.11
2114976,-0.00,-4.01,0.09
2124376,-0.00,-4.01,0.10
2133776,-0.00,-4.00,0.11
2143184,-0.01,-3.99,0.10
2152576,-0.01,-3.96,0.11
2161976,-0.00,-3.95,0.09
2171376,0.00,-3.92,0.08
2180776,0.00,-3.86,0.10
2190176,0.00,-3.79,0.08
2199576,0.02,-3.78,0.06
2208976,0.02,-3.80,0.07
2218376,0.03,-3.80,0.07
2227776,0.04,-3.81,0.07
2237176,0.04,-3.82,0.06
2246576,0.04,-3.84,0.05
2255976,0.04,-3.85,0.05
2265376,0.05,-3.85,0.04
2274776,0.05,-3.84,0.02
2284176,0.04,-3.83,0.01
2293576,0.02,-3.81,0.02
2302976,0.02,-3.81,0.02
2312376,0.01,-3.81,0.03
2321776,0.01,-3.81,0.03
2331176,0.00,-3.81,0.03
2340576,-0.00,-3.82,0.03
2349976,-0.01,-3.82,0.04
2359376,-0.01,-3.81,0.04
2368776,-0.03,-3.83,0.05
2378176,-0.02,-3.83,0.06
2387576,-0.01,-3.83,0.06
2396976,-0.03,-3.83,0.08
2406376,-0.03,-3.83,0.07
2415776,-0.01,-3.83,0.07
2425176,-0.02,-3.81,0.08
2434576,-0.00,-3.80,0.08
2443976,0.01,-3.79,0.09
2453376,0.01,-3.78,0.08
2462776,0.02,-3.77,0.09
2472176,0.02,-3.74,0.10
2481576,0.02,-3.75,0.08
2490976,0.04,-3.77,0.09
2500376,0.04,-3.76,0.08
2509776,0.04,-3.74,0.09
2519176,0.04,-3.72,0.10
2528576,0.03,-3.71,0.10
2537976,0.04,-3.71,0.10
2547376,0.02,-3.71,0.09
2556776,0.02,-3.70,0.08
2566176,0.01,-3.70,0.07
2575576,0.01,-3.69,0.08
2584976,0.01,-3.70,0.07
2594376,0.01,-3.69,0.07
2603776,0.01,-3.68,0.08
2613176,0.02,-3.68,0.07
2622576,0.02,-3.67,0.07
2631976,0.02,-3.66,0.08
2641376,0.01,-3.65,0.07
2650776,0.02,-3.65,0.08
2660176,0.01,-3.62,0.07
2669576,0.02,-3.62,0.07
2678976,0.01,-3.61,0.07
2688376,0.00,-3.62,0.08
2697776,0.00,-3.62,0.08
2707176,-0.00,-3.62,0.07
2716576,-0.00,-3.61,0.08
2725976,-0.00,-3.60,0.08
2735376,-0.01,-3.60,0.09
2744776,-0.01,-3.61,0.10
2754176,-0.00,-3.59,0.10
2763576,-0.01,-3.59,0.11
2772976,0.00,-3.57,0.11
2782376,-0.00,-3.57,0.12
2791776,0.00,-3.55,0.11
2801176,0.00,-3.54,0.11
2810576,0.01,-3.52,0.10
2819976,0.02,-3.52,0.10
2829376,0.03,-3.51,0.09
2838776,0.03,-3.52,0.09
2848176,0.05,-3.50,0.08
2857576,0.04,-3.48,0.08
2866976,0.05,-3.47,0.08
2876376,0.06,-3.46,0.07
2885776,0.06,-3.42,0.07
2895176,0.08,-3.41,0.06
2904576,0.07,-3.42,0.06
2913976,0.07,-3.40,0.06
2923376,0.09,-3.38,0.06
2932768,0.08,-3.36,0.06
2942176,0.09,-3.34,0.06
2951568,0.09,-3.33,0.06
2960968,0.08,-3.32,0.06
2970368,0.10,-3.32,0.06
2979768,0.09,-3.35,0.05
2989168,0.07,-3.35,0.07
2998568,0.07,-3.34,0.07
3007968,0.07,-3.33,0.08
3017368,0.05,-3.32,0.10
3026768,0.06,-3.31,0.10
3036168,0.04,-3.29,0.12
3045568,0.05,-3.28,0.13
3054968,0.05,-3.27,0.13
3064368,0.03,-3.27,0.15
3073768,0.04,-3.26,0.15
3083168,0.03,-3.26,0.15
3092568,0.03,-3.25,0.16
3101968,0.03,-3.25,0.16
3111368,0.03,-3.25,0.16
3120768,0.03,-3.24,0.17
3130168,0.04,-3.25,0.16
3139568,0.04,-3.26,0.16
3148968,0.03,-3.27,0.16
3158368,0.03,-3.26,0.16
3167768,0.03,-3.25,0.14
3177168,0.04,-3.24,0.13
3186568,0.04,-3.22,0.13
3195968,0.04,-3.21,0.12
3205368,0.04,-3.20,0.11
3214768,0.04,-3.21,0.11
3224168,0.04,-3.23,0.10
3233568,0.04,-3.21,0.09
3242968,0.05,-3.21,0.08
3252368,0.05,-3.21,0.08
3261768,0.05,-3.21,0.08
3271168,0.05,-3.21,0.06
3280568,0.05,-3.21,0.05
3289968,0.04,-3.21,0.05
3299368,0.04,-3.21,0.03
3308768,0.03,-3.21,0.03
3318168,0.03,-3.20,0.02
3327568,0.03,-3.19,0.01
3336968,0.02,-3.20,0.02
3346368,0.02,-3.20,0.02
3355768,0.02,-3.20,0.02
3365168,0.02,-3.18,0.03
3374568,0.01,-3.17,0.02
3383968,0.02,-3.17,0.03
3393368,0.02,-3.16,0.03
3402768,0.02,-3.14,0.02
3412168,0.03,-3.13,0.03
3421568,0.02,-3.12,0.01
3430968,0.03,-3.10,0.01
3440368,0.03,-3.08,0.02
3449776,0.04,-3.08,0.01
3459168,0.04,-3.09,0.01
3468568,0.03,-3.08,0.02
3477968,0.04,-3.08,0.01
3487368,0.05,-3.08,0.01
3496768,0.05,-3.06,0.00
3506168,0.06,-3.05,0.02
3515568,0.06,-3.04,0.01
3524968,0.05,-3.04,0.00
3534368,0.06,-3.03,0.02
3543768,0.07,-3.02,0.01
3553168,0.06,-3.02,-0.00
3562568,0.06,-3.02,0.01
3571968,0.07,-3.03,0.00
3581368,0.07,-3.03,0.00
3590768,0.07,-3.02,-0.00
3600168,0.08,-3.00,-0.01
3609568,0.08,-2.98,-0.00
3618968,0.07,-2.97,-0.01
3628368,0.08,-2.97,-0.02
3637768,0.07,-2.97,-0.02
3647168,0.06,-2.97,-0.03
3656568,0.07,-2.96,-0.02
3665968,0.06,-2.94,-0.02
3675368,0.06,-2.94,-0.03
3684768,0.07,-2.92,-0.03
3694168,0.06,-2.92,-0.03
3703568,0.06,-2.91,-0.03
3712968,0.06,-2.91,-0.03
3722368,0.05,-2.90,-0.02
3731768,0.05,-2.89,-0.03
3741168,0.06,-2.88,-0.02
3750568,0.05,-2.87,-0.01
3759968,0.05,-2.86,-0.02
3769368,0.05,-2.84,-0.01
3778768,0.04,-2.83,-0.02
3788168,0.05,-2.81,-0.02
3797568,0.05,-2.81,-0.01
3806968,0.04,-2.79,-0.01
3816368,0.04,-2.78,0.00
3825760,0.03,-2.76,0.01
3835160,0.04,-2.76,0.02
3844560,0.04,-2.76,0.02
3853960,0.03,-2.76,0.04
3863368,0.03,-2.74,0.04
3872760,0.03,-2.71,0.05
3882160,0.02,-2.72,0.05
3891560,0.03,-2.71,0.05
3900960,0.02,-2.71,0.05
3910360,0.02,-2.72,0.05
3919768,0.03,-2.71,0.05
3929160,0.02,-2.71,0.05
3938560,0.02,-2.70,0.05
3947960,0.03,-2.69,0.05
3957360,0.02,-2.67,0.05
3966760,0.03,-2.66,0.05
3976160,0.03,-2.65,0.05
3985560,0.01,-2.66,0.04
3994960,0.02,-2.65,0.04
4004360,0.02,-2.65,0.04
4013760,0.01,-2.64,0.03
4023160,0.01,-2.64,0.03
4032560,0.02,-2.64,0.04
4041960,0.01,-2.65,0.05
4051360,0.02,-2.65,0.04
4060760,0.02,-2.65,0.05
4070160,0.02,-2.65,0.04
4079560,0.03,-2.64,0.04
4088960,0.02,-2.63,0.03
4098360,0.02,-2.61,0.03
4107760,0.02,-2.58,0.02
4117160,0.01,-2.59,0.02
4126560,0.02,-2.58,0.01
4135960,0.01,-2.59,0.01
4145360,0.00,-2.59,0.01
4154760,0.01,-2.59,-0.00
4164160,0.02,-2.58,0.00
4173560,0.01,-2.56,-0.00
4182960,0.01,-2.55,-0.01
4192360,-0.00,-2.54,-0.01
4201760,-0.00,-2.55,-0.01
4211160,-0.00,-2.55,-0.02
4220560,-0.01,-2.57,-0.01
4229960,-0.01,-2.57,-0.01
4239360,-0.01,-2.56,-0.01
4248760,-0.03,-2.54,-0.02
4258160,-0.03,-2.54,-0.02
4267560,-0.04,-2.54,-0.01
4276960,-0.04,-2.54,-0.01
4286360,-0.04,-2.53,-0.01
4295760,-0.05,-2.53,0.00
4305160,-0.06,-2.53,0.00
4314560,-0.06,-2.52,0.01
4323960,-0.06,-2.50,0.02
4333360,-0.05,-2.49,0.02
4342760,-0.06,-2.48,0.03
4352160,-0.06,-2.47,0.04
4361560,-0.05,-2.47,0.03
4370960,-0.05,-2.46,0.05
4380360,-0.06,-2.44,0.06
4389760,-0.05,-2.43,0.06
4399160,-0.05,-2.42,0.07
4408560,-0.06,-2.41,0.08
4417960,-0.06,-2.39,0.08
4427360,-0.05,-2.38,0.09
4436760,-0.06,-2.38,0.10
4446160,-0.06,-2.37,0.10
4455560,-0.06,-2.37,0.10
4464960,-0.06,-2.38,0.11
4474360,-0.05,-2.37,0.11
4483760,-0.06,-2.37,0.12
4493160,-0.05,-2.38,0.12
4502560,-0.05,-2.37,0.12
4511960,-0.05,-2.37,0.12
4521360,-0.05,-2.36,0.12
4530760,-0.04,-2.36,0.11
4540160,-0.04,-2.35,0.12
4549560,-0.03,-2.35,0.12
4558960,-0.02,-2.35,0.12
4568360,-0.02,-2.33,0.12
4577760,-0.03,-2.33,0.11
4587160,-0.02,-2.32,0.11
4596560,-0.02,-2.32,0.11
4605960,-0.01,-2.32,0.09
4615360,-0.02,-2.33,0.09
4624760,-0.01,-2.33,0.08
4634160,-0.01,-2.33,0.08
4643560,-0.01,-2.32,0.07
4652960,-0.01,-2.32,0.06
4662360,-0.00,-2.31,0.06
4671760,-0.01,-2.30,0.06
4681160,-0.01,-2.29,0.05
4690552,-0.01,-2.29,0.06
4699952,-0.02,-2.28,0.05
4709352,-0.01,-2.26,0.05
4718760,-0.01,-2.25,0.05
4728152,-0.01,-2.25,0.04
4737552,-0.01,-2.25,0.04
4746952,-0.01,-2.26,0.04
4756352,-0.02,-2.26,0.04
4765752,-0.03,-2.27,0.04
4775152,-0.04,-2.27,0.04
4784552,-0.03,-2.26,0.03
4793952,-0.03,-2.28,0.03
4803352,-0.04,-2.29,0.03
4812752,-0.04,-2.30,0.03
4822152,-0.03,-2.32,0.04
4831552,-0.04,-2.32,0.05
4840952,-0.04,-2.32,0.04
4850352,-0.05,-2.31,0.05
4859752,-0.05,-2.29,0.05
4869152,-0.05,-2.27,0.05
4878552,-0.05,-2.26,0.06
4887952,-0.06,-2.23,0.06
4897352,-0.05,-2.20,0.07
4906752,-0.05,-2.18,0.08
4916152,-0.05,-2.18,0.09
4925552,-0.04,-2.16,0.10
4934952,-0.03,-2.15,0.10
4944352,-0.04,-2.15,0.11
4953752,-0.04,-2.13,0.12
4963152,-0.04,-2.12,0.13
4972552,-0.03,-2.11,0.13
4981952,-0.02,-2.10,0.14
4991352,-0.01,-2.07,0.14
5000752,-0.01,-2.05,0.15
5010152,-0.00,-2.04,0.15
5019552,-0.00,-2.03,0.15
5028952,-0.00,-2.02,0.16
5038352,0.00,-2.01,0.16
5047752,0.01,-2.00,0.16
5057152,0.01,-1.99,0.17
5066552,0.01,-1.98,0.17
5075952,0.02,-1.98,0.16
5085352,0.03,-1.98,0.16
5094752,0.04,-1.94,0.17
5104152,0.03,-1.93,0.17
5113552,0.03,-1.92,0.16
5122952,0.03,-1.92,0.16
5132352,0.04,-1.92,0.16
5141752,0.04,-1.90,0.17
5151152,0.04,-1.89,0.16
5160552,0.04,-1.90,0.17
5169952,0.03,-1.89,0.17
5179352,0.04,-1.89,0.16
5188752,0.04,-1.87,0.16
5198152,0.04,-1.86,0.16
5207552,0.03,-1.87,0.16
5216952,0.03,-1.87,0.16
5226352,0.02,-1.86,0.16
5235752,0.02,-1.86,0.15
5245152,0.02,-1.85,0.15
5254552,0.02,-1.85,0.15
5263952,0.02,-1.85,0.15
5273352,0.01,-1.85,0.15
5282752,0.01,-1.86,0.16
5292152,0.00,-1.87,0.16
5301552,0.00,-1.87,0.15
5310952,0.00,-1.87,0.15
5320352,-0.00,-1.87,0.15
5329752,-0.00,-1.87,0.15
5339152,-0.00,-1.86,0.15
5348552,-0.00,-1.85,0.15
5357952,-0.00,-1.84,0.14
5367352,-0.00,-1.84,0.15
5376752,-0.01,-1.83,0.14
5386152,-0.01,-1.83,0.14
5395552,-0.01,-1.83,0.15
5404952,-0.01,-1.82,0.14
5414352,-0.00,-1.81,0.14
5423752,-0.01,-1.80,0.14
5433152,-0.00,-1.78,0.13
5442552,0.00,-1.78,0.13
5451952,0.00,-1.78,0.14
5461352,0.01,-1.77,0.14
5470752,0.01,-1.77,0.13
5480152,0.01,-1.76,0.13
5489552,0.01,-1.77,0.13
5498952,0.01,-1.76,0.14
5508352,0.02,-1.75,0.13
5517752,0.03,-1.74,0.13
5527152,0.05,-1.74,0.13
5536552,0.05,-1.73,0.12
5545952,0.05,-1.73,0.13
5555352,0.05,-1.73,0.13
5564744,0.06,-1.72,0.13
5574144,0.06,-1.71,0.13
5583544,0.07,-1.70,0.13
5592944,0.07,-1.70,0.13
5602344,0.08,-1.69,0.13
5611744,0.08,-1.68,0.13
5621144,0.08,-1.67,0.13
5630544,0.09,-1.67,0.14
5639944,0.10,-1.66,0.13
5649344,0.11,-1.65,0.13
5658744,0.11,-1.65,0.14
5668144,0.12,-1.65,0.13
5677544,0.12,-1.63,0.13
5686944,0.13,-1.62,0.13
5696344,0.13,-1.61,0.13
5705744,0.14,-1.61,0.14
5715144,0.15,-1.61,0.13
5724544,0.16,-1.59,0.13
5733944,0.16,-1.59,0.13
5743344,0.16,-1.59,0.13
5752744,0.15,-1.58,0.14
5762144,0.16,-1.57,0.13
5771544,0.16,-1.57,0.13
5780944,0.17,-1.56,0.13
5790344,0.16,-1.56,0.13
5799744,0.16,-1.54,0.13
5809144,0.17,-1.54,0.12
5818544,0.16,-1.54,0.12
5827944,0.17,-1.53,0.11
5837344,0.17,-1.53,0.11
5846744,0.17,-1.52,0.11
5856144,0.18,-1.52,0.11
5865544,0.18,-1.51,0.11
5874944,0.18,-1.50,0.11
5884344,0.18,-1.50,0.11
5893744,0.17,-1.49,0.10
5903144,0.18,-1.49,0.10
5912544,0.18,-1.49,0.10
5921944,0.18,-1.48,0.10
5931344,0.18,-1.47,0.10
5940744,0.18,-1.46,0.10
5950144,0.18,-1.46,0.10
5959544,0.18,-1.46,0.10
5968944,0.18,-1.46,0.10
5978344,0.18,-1.45,0.10
5987744,0.18,-1.44,0.10
5997144,0.17,-1.45,0.11
6006544,0.17,-1.45,0.11
6015944,0.17,-1.43,0.11
6025344,0.18,-1.43,0.10
6034744,0.18,-1.43,0.10
6044144,0.18,-1.42,0.10
6053544,0.18,-1.41,0.11
6062944,0.17,-1.41,0.11
6072344,0.18,-1.41,0.11
6081744,0.18,-1.41,0.10
6091144,0.18,-1.40,0.10
6100544,0.18,-1.40,0.10
6109944,0.19,-1.41,0.09
6119344,0.19,-1.40,0.10
6128744,0.18,-1.39,0.09
6138144,0.17,-1.39,0.10
6147544,0.18,-1.38,0.09
6156944,0.19,-1.37,0.09
6166344,0.19,-1.36,0.09
6175744,0.19,-1.36,0.09
6185144,0.19,-1.36,0.08
6194544,0.18,-1.36,0.08
6203944,0.18,-1.35,0.08
6213344,0.19,-1.34,0.08
6222744,0.20,-1.33,0.07
6232144,0.19,-1.33,0.07
6241544,0.20,-1.32,0.07
6250944,0.20,-1.32,0.07
6260344,0.20,-1.31,0.06
6269744,0.20,-1.30,0.05
6279144,0.20,-1.29,0.05
6288544,0.21,-1.29,0.06
6297944,0.21,-1.27,0.05
6307344,0.21,-1.27,0.05
6316744,0.21,-1.26,0.05
6326144,0.21,-1.25,0.05
6335544,0.21,-1.25,0.05
6344944,0.21,-1.25,0.04
6354344,0.22,-1.24,0.04
6363744,0.22,-1.24,0.03
6373144,0.22,-1.23,0.03
6382544,0.22,-1.23,0.03
6391944,0.22,-1.21,0.02
6401344,0.22,-1.21,0.02
6410744,0.22,-1.21,0.02
6420144,0.23,-1.21,0.02
6429536,0.23,-1.20,0.01
6438936,0.23,-1.19,0.01
6448336,0.24,-1.19,0.01
6457736,0.24,-1.19,0.00
6467136,0.24,-1.18,0.00
6476536,0.25,-1.18,-0.01
6485936,0.25,-1.17,-0.01
6495336,0.25,-1.16,-0.02
6504736,0.24,-1.17,-0.02
6514136,0.25,-1.16,-0.02
6523536,0.24,-1.15,-0.02
6532936,0.25,-1.15,-0.03
6542336,0.25,-1.15,-0.03
6551736,0.26,-1.15,-0.04
6561136,0.26,-1.14,-0.04
6570536,0.26,-1.14,-0.04
6579936,0.26,-1.14,-0.05
6589336,0.26,-1.13,-0.05
6598736,0.27,-1.14,-0.06
6608136,0.26,-1.14,-0.06
6617536,0.27,-1.13,-0.06
6626936,0.28,-1.13,-0.07
6636336,0.27,-1.13,-0.08
6645736,0.28,-1.12,-0.08
6655136,0.28,-1.13,-0.08
6664536,0.27,-1.12,-0.09
6673936,0.27,-1.11,-0.09
6683336,0.27,-1.12,-0.10
6692736,0.28,-1.12,-0.10
6702136,0.27,-1.12,-0.10
6711536,0.27,-1.12,-0.11
6720936,0.28,-1.12,-0.12
6730336,0.27,-1.12,-0.12
6739736,0.28,-1.11,-0.12
6749136,0.29,-1.10,-0.13
6758536,0.27,-1.10,-0.13
6767936,0.28,-1.09,-0.14
6777336,0.28,-1.09,-0.14
6786736,0.28,-1.09,-0.14
6796136,0.28,-1.09,-0.14
6805536,0.28,-1.08,-0.14
6814936,0.29,-1.08,-0.15
6824336,0.29,-1.07,-0.16
6833736,0.28,-1.07,-0.16
6843136,0.29,-1.07,-0.16
6852536,0.28,-1.06,-0.17
6861936,0.28,-1.06,-0.17
6871336,0.29,-1.05,-0.18
6880736,0.29,-1.04,-0.19
6890136,0.29,-1.04,-0.18
6899536,0.29,-1.04,-0.19
6908936,0.28,-1.03,-0.20
6918336,0.28,-1.04,-0.20
6927736,0.28,-1.03,-0.20
6937136,0.30,-1.02,-0.21
6946536,0.29,-1.02,-0.21
6955936,0.29,-1.01,-0.21
6965336,0.29,-1.01,-0.22
6974736,0.29,-1.01,-0.23
6984136,0.29,-1.01,-0.24
6993536,0.29,-1.00,-0.23
7002936,0.28,-0.99,-0.24
7012336,0.29,-1.00,-0.25
7021736,0.29,-0.99,-0.24
7031136,0.28,-1.00,-0.26
7040536,0.29,-0.99,-0.26
7049936,0.29,-1.00,-0.27
7059336,0.29,-0.99,-0.27
7068736,0.29,-0.99,-0.28
7078136,0.29,-0.97,-0.28
7087536,0.29,-0.96,-0.29
7096936,0.30,-0.97,-0.29
7106336,0.29,-0.97,-0.30
7115736,0.29,-0.96,-0.30
7125136,0.29,-0.95,-0.30
7134536,0.30,-0.96,-0.32
7143936,0.28,-0.97,-0.32
7153336,0.29,-0.97,-0.32
7162736,0.29,-0.97,-0.32
7172136,0.28,-0.97,-0.32
7181536,0.29,-0.97,-0.33
7190936,0.29,-0.97,-0.34
7200336,0.28,-0.97,-0.34
7209736,0.28,-0.97,-0.35
7219136,0.28,-0.96,-0.37
7228536,0.28,-0.96,-0.37
7237936,0.28,-0.95,-0.37
7247336,0.28,-0.95,-0.38
7256736,0.28,-0.94,-0.39
7266136,0.27,-0.94,-0.39
7275536,0.28,-0.93,-0.39
7284936,0.27,-0.93,-0.40
7294336,0.27,-0.92,-0.40
7303736,0.28,-0.92,-0.41
7313128,0.28,-0.92,-0.42
7322528,0.27,-0.91,-0.43
7331928,0.27,-0.92,-0.43
7341328,0.26,-0.92,-0.44
7350728,0.26,-0.92,-0.45
7360136,0.26,-0.91,-0.45
7369528,0.26,-0.91,-0.45
7378936,0.26,-0.90,-0.46
7388328,0.26,-0.90,-0.47
7397728,0.25,-0.91,-0.48
7407128,0.26,-0.90,-0.48
7416528,0.26,-0.91,-0.49
7425928,0.25,-0.91,-0.50
7435328,0.25,-0.92,-0.50
7444728,0.25,-0.91,-0.51
7454128,0.24,-0.91,-0.52
7463528,0.24,-0.92,-0.52
7472928,0.24,-0.91,-0.53
7482328,0.24,-0.90,-0.53
7491728,0.23,-0.91,-0.54
7501128,0.22,-0.91,-0.54
7510528,0.21,-0.91,-0.55
7519928,0.22,-0.90,-0.55
